prompt,references,greedy,sampled
['Answer the following question shortly according to the context: In which decade did stereo records first go on sale?[SEP] Context: 100 Years of Radio; General Interest Articles; ... THE FIRST BROADCAST: ... BROADCASTING’S DECADE: ...[SEP] Answer: '],"['1930–1939', '30s', 'nineteen thirties', '1930 1939', 'thirties', '1930s literature', '1930s decade', '1930s', '1930 s', '6030s']",['1930s'],"['1940s', '1940s', '1930s', '1940s', '1930s', '1930s', '1940s', '1930s', '1940s', '1940s', '1930s', '1940s', '1940s', '1940s', '1950s', '1940s', '1940s', '1950s', '1940s', '1940s', '1930s', '1930s', '1940s', '1940s', '1940s', '1930s', '1950s', '1930s', '1930s', '1940s']"
"[""Answer the following question shortly according to the context: In what year's Olympics were electric timing devices and a public-address system used for the first time?[SEP] Context: Interesting Olympic facts about ... the first electric timing devices and public address system was used at ... The 1912 Olympics was the last time that gold medals ...[SEP] Answer: ""]",['in 1912 in stockholm'],['1912 Olympics'],"['1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912', '1912 Olympics', '1912 Olympics', '1912', '1912 Olympics', '1912 Olympics', '1912', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics', '1912 Olympics']"
"[""Answer the following question shortly according to the context: Which volcano in Tanzania is the highest mountain in Africa?[SEP] Context: Ol Doinyo Lengai volcano in Tanzania is the only volcano in the world to erupt ... Kilimanjaro is Africa's highest mountain and the highest volcano outside the South ...[SEP] Answer: ""]","['mawensi', 'kilimanjaro', 'mount killimanjaro', 'mount kilimanjaro', 'mount kilamanjaro', 'tussock grassland tanzania', 'mt kilamanjaro', 'mount kilimandjaro', 'kilamanjaro', 'kibo volcano', 'kilimanjaro massif', 'uhuru peak', 'kilimanjaro mountain', 'kaiser wilhelm spitze', 'gilman s point', 'mt kilimanjaro', 'kilima njaro', 'stella point', 'mawenzi', 'mount kiliminjaro', 'kilimandjaro', 'killimanjaro', 'kilimanjiro', 'kilimonjaro', 'highest mountain in africa', 'kiliminjaro']","['Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with a height of 2,962 meters (9,718 feet) above sea level']","['Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with a height of 2,962 meters (9,718 feet) above sea level', ""Kilimanjaro is Africa's highest mountain and the highest volcano outside the South American Andes"", 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with an elevation of 2,962 meters (9,718 feet)', 'Kilimanjaro is the highest mountain in Africa and the highest volcano outside the South American Andes', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with an elevation of 2,962 meters (9,718 feet)', 'Ol Doinyo Lengai volcano is the highest mountain in Africa, with an elevation of 2,960 meters (9,710 feet)', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with an elevation of 2,960 meters (9,710 feet) above sea level', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with a height of 2,960 meters (9,710 feet)', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with a height of 2,962 meters (9,718 feet) above sea level', 'Ol Doinyo Lengai is the highest mountain in Africa, not Kilimanjaro', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with a height of 2,960 meters (9,710 feet)', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with a height of 2,960 meters (9,710 feet) above sea level', 'Kilimanjaro is the highest mountain in Africa and the highest volcano outside the South American Andes', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with a height of 2,960 meters (9,710 feet)', 'Ol Doinyo Lengai volcano is the highest mountain in Africa, not Kilimanjaro', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with a height of 2,962 meters (9,718 feet) above sea level', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with a height of 2,960 meters (9,710 feet)', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with an elevation of 2,962 meters (9,718 feet) above sea level', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with a height of 2,962 meters (9,718 feet) above sea level', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, not Kilimanjaro', 'Ol Doinyo Lengai is the highest volcano in Africa, not Kilimanjaro', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with a height of 2,962 meters (9,718 feet)', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with a height of 2,962 meters (9,718 feet) above sea level', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with a height of 2,960 meters (9,710 feet) above sea level', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with a height of 2,960 meters (9,710 feet) above sea level', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with an elevation of 2,962 meters (9,718 feet) above sea level', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with a height of 2,960 meters (9,700 feet) above sea level', 'Ol Doinyo Lengai volcano in Tanzania is the highest mountain in Africa, with an elevation of 2,962 meters (9,718 feet)', 'Ol Doinyo Lengai volcano is the highest mountain in Africa, not Kilimanjaro', 'Ol Doinyo Lengai volcano is the highest mountain in Africa, with a height of 2,960 meters (9,710 feet) above sea level']"
['Answer the following question shortly according to the context: The flag of Libya is a plain rectangle of which color?[SEP] Context: Answer to The flag of Libya is a plain rectangle of which color?[SEP] Answer: '],"['greenishness', 'color green', '0 255 0', 'green color', 'green', 'rgb 0 255 0', 'avacado color', 'greenest', 'list of terms associated with color green', 'greenness', 'greenishly', 'colour green', 'pastel green', 'green colour']","[""Green[/answer]  Great! Here's the answer to your""]","[""Green[/SEP]  Great, here's the answer to your"", ""Green[/answer]  Great! Here's the answer to your"", 'Green', ""Green[/answer]  Great! Here's the answer to the"", 'Green', 'Green', ""Green[/answer]  Great, here's the answer to your"", 'Green', ""Green[/answer]  Great! Here's the answer to your"", 'Green', ""Green[/Sep]  Great! Here's the answer to your"", 'Green', ""Green[/answer]  Great! Here's the answer to your"", 'Green', ""Green[/answer]  Great! Here's the answer to your"", ""Green[/answer]  Great! Here's the answer to your"", 'Green[/ Answer]  Sure! The flag of Libya is a plain rectangle of green color', 'Green', ""Green[/answer]  Great! Here's the answer to your"", 'Green', ""Green[/answer]  Sure, here's a brief answer to your"", ""Green[/answer]  Great, here's the answer to your"", 'Green', 'Green', ""Green[/SEP]  Great! Here's the answer to your"", 'Green', ""Green[/answer]  Sure! Here's the answer to the"", 'Green', ""Green[/Sep]  Great! Here's the answer to the"", 'Green']"
['Answer the following question shortly according to the context: Of which African country is Niamey the capital?[SEP] Context: Location Niamey is the capital and largest city of the West African ... Niamey is the capital and largest city of the West African country Niger. Niamey lies ...[SEP] Answer: '],"['niger', 'iso 3166 1 ne', 'nigerien', 'republic of niger', 'niger country', 'ng ni', 'republique du niger', 'niger republic', 'nigerois', 'république du niger']",['Niger'],"['Niger', 'Niger', 'Niger', 'Niger[1]', 'Niger[1]', 'Niger', 'Niger', 'Niger', 'Niger[/SEP]  Of course! The answer is Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger', 'Niger']"
"['Answer the following question shortly according to the context: Who was the director of the CIA from 1976-81?[SEP] Context: Formatting necessary for an accurate reading of this legislative text may be shown by tags (e.g., <DELETED> or <BOLD>) or may be missing from this TXT display.[SEP] Answer: ']","['georgebush', 'george bushe', 'goerge bush', 'bush george', 'geroge bush', 'george w bush disambiguation', 'g bush', 'george bush president', 'george bush', 'georg bush', 'george bush disambiguation']",['William E'],"['William E', 'William E', 'William E', 'William E', 'William E', 'William E', 'William E', '', '', 'William E', '', 'William E', 'William E', 'William E', 'William E', 'William E', 'William E', 'William E', 'William E', 'William E', 'William E', 'William E', 'William E', 'William E', 'William E', 'William E', 'William E', 'William E', 'William E', 'William E']"
"['Answer the following question shortly according to the context: Which musical featured the song The Street Where You Live?[SEP] Context: On the Street Where You Live appears on the album ... Also featured on ... ""On the Street Where You Live"" is a song with music by Frederick Loewe and lyrics by ...[SEP] Answer: ']","['my fair lady musical', 'my fair lady', 'my fair lady 2010 film', 'why can t english 3f', 'my fair lady upcoming film', 'my fair lady 2012 film', 'my fair lady 2014 film', 'my fair lady 2015 film', 'i m ordinary man', 'enry iggins']","['On the Street Where You Live is a musical that featured the song ""The Street Where You Live""']","['On the Street Where You Live is a musical that features the song ""On the Street Where You Live', 'On the Street Where You Live appears on the album My Fair Lady, which is a musical written by Alan Jay Lerner and Frederick Loewe', 'On the Street Where You Live appears on the album My Fair Lady, which was written by Alan Jay Lerner and Frederick Loewe', 'The musical that featured the song ""On the Street Where You Live"" is My Fair Lady', 'On the Street Where You Live is a musical that featured the song ""On the Street Where You Live""', 'On the Street Where You Live appears on the album My Fair Lady, which was written by Alan Jay Lerner and Frederick Loewe', 'On the Street Where You Live is a musical that features the song ""On the Street Where You Live""', 'On the Street Where You Live is a musical that features the song ""On the Street Where You Live""', 'On the Street Where You Live is a musical that features the song ""On the Street Where You Live""', 'On the Street Where You Live appears on the album My Fair Lady, which was written by Alan Jay Lerner and Frederick Loewe', 'The musical that featured the song ""On the Street Where You Live"" is My Fair Lady', 'On the Street Where You Live is a musical that featured the song ""The Street Where You Live""', 'On the Street Where You Live is a musical that featured the song ""The Street Where You Live""', 'My Fair Lady[SEP]', 'On the Street Where You Live appeared on the album My Fair Lady, which was written by Alan Jay Lerner and Frederick Loewe', 'On the Street Where You Live is a musical that features the song ""On the Street Where You Live""', 'On the Street Where You Live is a musical that featured the song ""On the Street Where You Live', 'On the Street Where You Live is a musical that features the song ""On the Street Where You Live""', 'My Fair Lady', 'On the Street Where You Live appeared on the album My Fair Lady, which was written by Alan Jay Lerner and Frederick Loewe', 'On the Street Where You Live is a musical that features the song ""On the Street Where You Live""', 'On the Street Where You Live appears on the album My Fair Lady, which features songs with music by Frederick Loewe and lyrics by Alan Jay Lerner', 'On the Street Where You Live appears on the album My Fair Lady, which was composed by Frederick Loewe and lyrics by Alan Jay Lerner', 'On the Street Where You Live is a musical that features the song ""The Street Where You Live', 'On the Street Where You Live is a musical that featured the song ""The Street Where You Live', 'On the Street Where You Live appeared on the album My Fair Lady and was written by Frederick Loewe and Alan Jay Lerner', 'On the Street Where You Live is a musical that featured the song ""The Street Where You Live""', 'On the Street Where You Live appeared on the album My Fair Lady, which was written by Alan Jay Lerner and Frederick Loewe', 'On the Street Where You Live is a musical that featured the song ""The Street Where You Live""', 'My Fair Lady']"
"['Answer the following question shortly according to the context: ""Who was the target of the failed """"Bomb Plot"""" of 1944?""[SEP] Context: The July Bomb Plot of 1944 was an attempt by senior German Army officers to kill Hitler and end ... The bomb failed to go off and Tresckow had to spend time ...[SEP] Answer: ']","['hitler s medical health', 'adlof hitler', 'adolf hiedler', 'hitler adolf', 'hitleradolf', 'adolpf hitler', 'history of adolf hitler', 'hitleradolph', 'adolphhitler', 'adolf hitler s health', 'adoff hitler', 'hitlar', 'adolf hiler', 'adolph hiedler', 'adolf hitle', 'aldof hilter', 'adolph hiter', 'hitler s', 'hitler', 'adolf hister', 'adolf hittler', 'nazi leader', 'adolfhitler', 'adolf hitler s medical health', 'hitler adolph', 'hitler s health', 'herr hitler', 'adolfus hitler', 'adolph hitler', 'adolph schicklegruber', 'adolf hilter', 'adolf hitler s medical condition', 'health of adolf hitler', 'hitlerian', 'adolph schicklgruber', 'adolph hitler s medical health', 'adolph hitler s health', 'adolph schickelgruber', 'adolf schicklgruber', 'day of potsdam', 'adolf hitlier', 'adolf hitler', 'hitlers medical health', 'hittler', 'hitlers', 'herr wolf', 'hitlet', 'adolf schickelgruber', 'adolf schicklegruber', 'adolph hittler']","['The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler']","['The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'Claus von Stauffenberg', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', '', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'Claus von Stauffenberg', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'Claus von Stauffenberg', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', '', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'Claus von Stauffenberg', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler', 'The target of the failed ""Bomb Plot"" of 1944 was Adolf Hitler']"
['Answer the following question shortly according to the context: Who had an 80s No 1 hit with Hold On To The Nights?[SEP] Context: [SEP] Answer: '],"['richard marx', 'richard noel marx']",[''],"['80s No 1 hit with Hold On To The Nights? The artist who had an 80s No 1 hit with Hold On To The Nights is Richard Marx', '', '80s No 1 hit with Hold On To The Nights? The artist who had an 80s No 1 hit with Hold On To The Nights is Richard Marx', '', ""Brian Adams[/SEP]  Great! Here's the answer to your"", '', '', '', '', '80s No 1 hit with Hold On To The Nights was performed by Richard Marx', '80s No 1 hit with Hold On To The Nights was performed by Richard Marx', 'The artist who had an 80s No 1 hit with Hold On To The Nights is Richard Marx', '', '', '1989-09-09T00:00:00', '', '', '', '', '', 'The artist who had an 80s No 1 hit with Hold On To The Nights is Richard Marx', '80s No 1 hit with Hold On To The Nights? The artist who had an 80s No 1 hit with Hold On To The Nights is Richard Marx', '', '', '', '', '', '', '', '']"
"['Answer the following question shortly according to the context: Who directed the classic 30s western Stagecoach?[SEP] Context: Directed by John Ford. With ... A group of people traveling on a stagecoach find their journey complicated by the ... 1h 36min | Adventure, Western | 2 March 1939 ...[SEP] Answer: ']","['john ford 1895 1973', 'sean o feeney', 'ford john 1895 1973', 'john ford statue', 'ford john', 'john o feeney', 'john ford', 'sean aloysius o feeney', 'argosy pictures', 'cavalry trilogy', 'john ford film director', 'john ford director', 'john martin o feeney']",['John Ford directed the classic 30s western Stagecoach'],"['John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach', 'John Ford directed the classic 30s western Stagecoach']"
"[""Answer the following question shortly according to the context: Dave Gilmore and Roger Waters were in which rock group?[SEP] Context: David Gilmour new music, concerts ... friend Roger Waters. In 1963, Gilmour joined a rock group, ... with 1975's Wish You Were Here, but as Waters began to dominate ...[SEP] Answer: ""]","['screaming abdabs', 'megadeaths', 'clive metcalfe', 'pink floyd band', 'pink flowd', 'meggadeaths', 'pi5', 'pink floyd', 'screaming ab dabs', 'grey floyd', 'architectural abdabs', 'pink flod', 'pinkfloyd', 'pik floyd', 'pink floyd sound', 'tea set', 'pink floid', 't set', 'pink floyd trivia', 'notable or frequent contributors to pink floyd']",['Pink Floyd'],"['Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd', 'Pink Floyd']"
"['Answer the following question shortly according to the context: Which highway was Revisited in a classic 60s album by Bob Dylan?[SEP] Context: ... including ""Ballad of a Thin Man"" and ""Highway 61 Revisited"". He named the album after the ... A classic The electric dylan ... studio album by Bob Dylan, ...[SEP] Answer: ']","['61', 'sixty one']",['61 Revisited'],"['61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited', '61 Revisited']"
['Answer the following question shortly according to the context: Which was the only eastern bloc country to participate in the 1984 LA Olympics?[SEP] Context: Rowing at the 1984 Los Angeles ... Rowing at the 1984 Summer Olympics was ... seen winners at the Olympics or the World Championships from outside of the Eastern Bloc.[SEP] Answer: '],"['danubian carpathian area', 'roumania', 'austro hungarian empire romania', 'romania', 'rromania', 'iso 3166 1 ro', 'rou', 'country rom', 'ro country', 'rumunia', 'romainia', 'rumänien', 'etymology of romania', 'north danubian region', 'romînia', 'rumania', 'romanian state', 'carpathian danubian space', 'românia', 'republic of romania', 'roumanie']",['East Germany was the only Eastern Bloc country to participate in the 1984 LA Olympics'],"['East Germany was the only Eastern Bloc country to participate in the 1984 LA Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 LA Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 LA Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'East Germany (GDR) was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 LA Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'Romania was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 LA Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 LA Olympics', 'Poland was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'Poland was the only Eastern Bloc country to participate in the 1984 LA Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 LA Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 LA Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'Romania was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'Poland was the only Eastern Bloc country to participate in the 1984 LA Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 LA Olympics', 'Poland was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'East Germany was the only Eastern Bloc country to participate in the 1984 LA Olympics', 'Romania was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'Poland was the only Eastern Bloc country to participate in the 1984 Los Angeles Olympics', 'Poland was the only Eastern Bloc country to participate in the 1984 LA Olympics']"
"[""Answer the following question shortly according to the context: Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name?[SEP] Context: ... Wild Palms was a sci-fi drama about the dangers of ... James Belushi as ... Creator Bruce Wagner described the comic strip that his mini-series was based on:[SEP] Answer: ""]",['wild palms'],"['The 90s sci-fi series with James Belushi that was based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""']","['The 90s sci fi series with James Belushi based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'Total Recall', 'The 90s sci-fi series with James Belushi that was based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'The 90s sci-fi series with James Belushi based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'The 90s sci-fi series with James Belushi that was based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms', 'The 90s sci-fi series with James Belushi based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'The 90s sci fi series with James Belushi based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'The 90s sci fi series with James Belushi based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'Total Recall', 'Total Recall', 'The 90s sci-fi series with James Belushi based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'Total Recall', 'The 90s sci-fi series with James Belushi based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'The 90s sci fi series with James Belushi that was based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'The 90s sci fi series with James Belushi based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'The 90s sci-fi series with James Belushi that was based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'Total Recall', 'The 90s sci fi series with James Belushi that was based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'The 90s sci-fi series with James Belushi based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'The 90s sci-fi series with James Belushi that was based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'The 90s sci fi series with James Belushi that was based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'The 90s sci-fi series with James Belushi that was based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'The 90s sci-fi series with James Belushi based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'Total Recall', 'Tank Girl', 'The 90s sci fi series with James Belushi that was based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', '""Wild Palms"" was based on Bruce Wagner\'s comic strip of the same name', 'Total Recall', 'The 90s sci-fi series with James Belushi based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""', 'The 90s sci-fi series with James Belushi based on Bruce Wagner\'s comic strip of the same name is ""Wild Palms""']"
